Type,Hash,Start,End,Latitude,Longitude,First Launched,Last Used,Location ID,Location Name,Neighbourhood,City,Region,Latitude,Longitude
Member,71ff718f6d,8/1/06 0:00,,49.272039261804,-123.070406560897,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,52bda402aa,8/1/06 0:00,,49.25198283309,-123.098550359541,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e82ed425b0,8/1/06 0:00,,49.2638945483459,-123.162904577432,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d687e92d55,8/1/06 0:00,9/1/15 0:00,49.2584293034847,-123.15697407084,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a5e043d87e,8/1/06 0:00,,49.2765668792074,-123.117829974043,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f6c7310cc8,8/1/06 0:00,,49.238768026939,-123.081043817333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b6781ea779,8/1/06 0:00,,49.2660319136184,-123.13108939057,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1e21db4ea1,8/1/06 0:00,,49.2890133473508,-123.140813142409,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2d3cde3c69,8/1/06 0:00,8/1/16 0:00,49.2702858733014,-123.144758248482,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f345c99b98,8/1/06 0:00,,49.2808558921472,-123.121527909398,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,fa5ab39094,7/1/13 0:00,,49.2728749418524,-123.144169515368,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0e219e65d5,8/1/06 0:00,,49.2659884018672,-123.237972394218,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,af1f6fa1d0,8/1/06 0:00,,49.3050088563914,-123.069685528056,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,762e0a194e,8/1/06 0:00,,49.2278478366801,-123.09682553839,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,636db66916,2/1/17 0:00,,49.2732097281396,-123.073579466842,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,575a7ea08f,8/1/06 0:00,,49.2635877788849,-123.069246481451,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5708f37f74,8/1/06 0:00,4/1/15 0:00,49.2826675174147,-123.135506621334,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,633bbb005b,8/1/06 0:00,10/1/16 0:00,49.163238565758,-123.93995665675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4e2f1e643e,8/1/06 0:00,,49.2624730849473,-123.098511201855,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d12efb03a1,8/1/06 0:00,,49.258055888274,-123.06751622167,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,94183eda8c,7/1/13 0:00,,49.2243719619592,-122.903091540439,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,86a2331d14,8/1/06 0:00,,49.2939414667944,-123.138830793094,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,76a787256c,8/1/06 0:00,,49.317299455703,-123.030856039596,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1250efdb61,8/1/06 0:00,,49.3183270296448,-123.02646361818,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,122bd127dc,8/1/06 0:00,12/1/15 0:00,49.2774426637124,-123.065229649209,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d29307c638,8/1/13 0:00,,49.2830890126498,-123.126052312793,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,09c625f6ab,11/1/12 0:00,,49.2649983126943,-123.142903479538,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3756ed6219,8/1/12 0:00,,49.2624071681057,-123.066740849096,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d27d6867c6,8/1/06 0:00,,49.1837955143575,-122.844171569796,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5dc95b2c03,8/1/06 0:00,,49.3172147601167,-123.072734807096,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,49e4c75dca,8/1/06 0:00,,49.2699921910526,-123.15741801068,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,830cd74b77,8/1/06 0:00,,49.2529479279239,-123.117334121496,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b7c5d782d3,8/1/06 0:00,,49.2151875151893,-123.064242828623,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c9758fba18,8/1/06 0:00,,49.2904613150718,-123.141178857621,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,772104ca05,8/1/06 0:00,,49.327526194312,-123.072132787312,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f494570b15,8/1/06 0:00,,49.2722988907984,-123.115485930566,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4abb52dce3,8/1/15 0:00,,49.2470637148535,-123.088244962738,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,93d4525a67,8/1/06 0:00,,49.2690940109979,-123.154564492477,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9e954e5d8a,8/1/06 0:00,,49.25977961497,-123.07396926646,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,83da654365,5/1/17 0:00,,49.2641965536112,-123.102316706729,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,68a1e242ad,8/1/06 0:00,,49.2594360582704,-123.091593425934,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,bf7629f38a,8/1/06 0:00,,49.2644061417083,-123.060400343395,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,de23b3ee31,8/1/06 0:00,,49.2609649730296,-123.138721890587,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,41698abe9c,11/1/14 0:00,,49.2651247580788,-123.066262193472,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,967a73bfbf,8/1/06 0:00,,49.2596177129593,-123.128985500497,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,bf6837ede7,8/1/06 0:00,,49.2564977957959,-123.096470482004,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,28a61cb80a,8/1/13 0:00,2/1/17 0:00,49.266389012805,-123.155518134598,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,cca40ad647,8/1/13 0:00,2/1/17 0:00,49.2549439447221,-123.113332643737,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d97995b3a8,8/1/06 0:00,,49.2627472352876,-123.107845780034,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d190dd6901,9/1/06 0:00,,49.2912870580018,-123.142940960126,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d28cc70f4e,9/1/06 0:00,,49.2560764305341,-123.118130528783,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3b85abd13e,5/1/17 0:00,,49.1630658782079,-123.93909439459,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,eb8056c52f,9/1/06 0:00,,49.2612818706749,-123.249153372806,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a403aa0c6e,9/1/06 0:00,,48.4736977574822,-123.321192543111,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,230ce560dd,9/1/06 0:00,,49.223522482649,-122.974859699225,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6e75f9343a,9/1/06 0:00,,49.2608280113509,-123.132309599743,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1100f3499c,9/1/06 0:00,,49.2661477774332,-123.061190910063,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,149032a63b,9/1/06 0:00,,49.271929316864,-123.05964940972,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,134a5f1d7f,9/1/06 0:00,,49.2771099154372,-123.053694278749,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,7196205e1c,9/1/09 0:00,,49.2630956310829,-123.16828894192,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4290597295,6/1/16 0:00,,49.1971575983007,-122.925404353862,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,59e841ddc8,9/1/06 0:00,,49.2527125942581,-123.235455395095,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b0a1df8d85,9/1/06 0:00,,49.256035129223,-123.234280908725,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2e134e022a,9/1/06 0:00,,49.2819909192162,-123.13972093586,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a794f45e31,9/1/06 0:00,,49.2593627002316,-123.120465584473,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,de3da91f88,9/1/06 0:00,3/1/15 0:00,49.2581879758492,-123.148352887433,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e2bc4ff8ac,9/1/06 0:00,,49.2805245152097,-123.091376717626,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,46ff718dd6,9/1/06 0:00,,49.2637418482801,-123.08816958419,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3fd803c430,9/1/06 0:00,,49.2634287646469,-123.145329366779,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ac31003440,9/1/06 0:00,,49.2680647077292,-123.081048950938,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5b2803e859,9/1/06 0:00,,49.2645904520513,-123.082716051243,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,7574741506,9/1/06 0:00,,49.2595366105412,-123.107856425228,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,39c9f4642f,9/1/06 0:00,,49.3054784272121,-123.037654135623,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,7b4bddcfe6,12/1/12 0:00,,48.9889662644502,-123.809504511305,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9c42d490be,9/1/06 0:00,,49.2915321630281,-123.138364962301,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a25469c112,9/1/06 0:00,12/1/16 0:00,49.2575229596551,-123.097742611155,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,7707db90a0,9/1/06 0:00,,49.2946832870456,-123.136071421984,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,f6d6f2c50b,9/1/06 0:00,,49.2628290426503,-123.110443449486,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8c7c1b3e4d,9/1/16 0:00,,49.2831695892437,-123.10545440175,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,87fdbc1177,7/1/08 0:00,,49.2835203870999,-123.075605805003,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1f4fed0219,9/1/06 0:00,,49.3290510481622,-122.995400652092,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6a9aab8424,9/1/06 0:00,,49.2563631944472,-123.111956824835,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3c6e6308f9,9/1/06 0:00,,49.2649745474579,-123.134443483989,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6db7795d78,5/1/16 0:00,,49.2403278413026,-123.102110107591,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ad9c74a6e9,9/1/06 0:00,,49.2783313157519,-123.13291941668,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c06febba90,9/1/06 0:00,,49.22194493528,-123.036709828681,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c78cbef5bc,9/1/06 0:00,,49.2502351679451,-123.048341694875,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,be63423226,9/1/06 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,977d1dfb91,9/1/06 0:00,,49.2722255399178,-123.106374436959,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,42712b8e4e,9/1/06 0:00,3/1/15 0:00,49.2659980514274,-123.067801460802,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8200d5cf90,10/1/06 0:00,,49.2584427666384,-123.147759380294,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a0ab88abbb,10/1/06 0:00,,49.2377337534335,-123.046920706812,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,05018b8ce1,4/1/08 0:00,,49.2869072534116,-123.135582219904,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,99af56cdb3,10/1/06 0:00,10/1/15 0:00,49.3476667486994,-124.432430476215,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e5a050d765,6/1/06 0:00,,49.28995320348,-123.125307867083,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,80a45e6a70,6/1/06 0:00,,49.2690329832816,-123.145643637802,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5443ab62ca,5/1/06 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4f384a17eb,5/1/06 0:00,,49.288653376972,-123.11908325038,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8cddb21083,5/1/06 0:00,,49.2814427708376,-123.097431410722,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,99db8f7a4e,2/1/06 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c2bf8f19b7,2/1/06 0:00,4/1/15 0:00,49.2817839995195,-123.06572769508,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ab2f652431,11/1/05 0:00,,49.2814381074741,-123.110268622031,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,156a031593,8/1/05 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,81a93462dc,6/1/05 0:00,,43.6859965699656,-79.3670826403078,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,63ed9c7f8b,6/1/05 0:00,,49.2751718007399,-122.909991107622,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1452704dd7,1/1/04 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3925a62fe1,2/1/13 0:00,3/1/15 0:00,48.4238686936117,-123.359777014848,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ce7b9340c4,9/1/96 0:00,,49.2843193147973,-123.135592360256,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ffb14adf05,10/1/96 0:00,,49.2886213218724,-123.129681033774,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6da925dae7,11/1/96 0:00,,49.2659458373827,-123.156646337564,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,00fcc05ead,11/1/96 0:00,,49.2670867515252,-123.155967197978,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,18cdaf68e9,1/1/97 0:00,,49.2627376889317,-123.104543697844,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,10e2540894,1/1/97 0:00,,49.2334811171287,-123.155146822019,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,fc4dcb9e41,6/1/12 0:00,,49.2763402378377,-123.134031325399,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d087676a5d,1/1/97 0:00,,49.2645602031455,-123.064271547231,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,cae707d505,2/1/97 0:00,,49.2745875619843,-123.063605977721,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,13b31f511b,2/1/97 0:00,,49.2913724453294,-123.138561130153,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,fff744fea5,3/1/97 0:00,,49.2839912490253,-123.134704873999,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8caef1e821,3/1/15 0:00,,48.4293752221239,-123.329591762014,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ef45e10b2a,3/1/15 0:00,,48.4322928466585,-123.341324150721,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,96e948af52,5/1/97 0:00,,49.2557401719409,-122.894462571054,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c26a796e85,6/1/97 0:00,,49.1262731223621,-125.791949885631,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,19d8c4642e,6/1/97 0:00,,49.2650000845083,-123.130004143999,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,14ad6e85f2,8/1/97 0:00,,49.2651854252015,-123.105447902559,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,de413c25be,3/1/13 0:00,,49.2627579652081,-123.202640901142,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,45be10a317,8/1/97 0:00,,48.9330794096482,-123.46493059004,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,931383432a,8/1/97 0:00,,49.2792084593481,-123.137382073195,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,65b47fc798,10/1/16 0:00,,49.2784431633004,-123.070651585611,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,55ab5b3e88,10/1/97 0:00,,49.2493408712946,-123.060872538583,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5111fdfd97,10/1/97 0:00,,49.2667651625907,-123.049795881942,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6fd155e6dd,10/1/97 0:00,,49.2832732865878,-123.054983915942,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e87972d443,8/1/14 0:00,,49.2692540349054,-123.081900654936,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c52ab6809f,10/1/97 0:00,,49.2796247290302,-123.125931100939,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,6961064a3b,12/1/97 0:00,,49.2761190804889,-123.144004184298,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8c89f95b2c,9/1/09 0:00,,49.2521299623348,-123.078485261753,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,278375e4e5,3/1/06 0:00,,49.2826556562796,-123.058287149934,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ef7b01abec,1/1/98 0:00,,49.2848619000965,-123.132752212002,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,360e0776bf,7/1/08 0:00,,49.2605273279147,-123.104658909775,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d29ca6ef4f,11/1/16 0:00,,49.272895510725,-123.011573708175,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,bd4f781002,3/1/98 0:00,,49.259068240308,-123.122705094268,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5e0dd2b308,3/1/98 0:00,,49.2629196205691,-123.086992560986,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4e7a37e150,3/1/13 0:00,5/1/15 0:00,49.2829822906652,-123.101916145508,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3157363838,4/1/98 0:00,,49.2744117058233,-123.066873132803,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ee36b80abd,4/1/98 0:00,,49.2715582546787,-123.064165110663,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,73dd06f56d,10/1/12 0:00,,49.2608953930764,-123.139235524028,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c74cdf32b9,4/1/98 0:00,,49.2681965107985,-123.072448222304,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3fd4876c39,5/1/98 0:00,,49.2657387574758,-123.175482367178,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,03e3b77daf,5/1/98 0:00,,49.021738557924,-122.810247799725,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,665eb3056a,5/1/98 0:00,,49.2771236573888,-123.131793417313,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,dd526cffcd,6/1/98 0:00,,49.2283121910178,-123.027453496297,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,26ebadfe92,6/1/98 0:00,,49.2624114816154,-123.062358113923,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,60e9cff3e7,6/1/98 0:00,,49.2689717252646,-123.153152853049,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,025ccad6ee,6/1/16 0:00,,49.2306492084452,-123.070683761766,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,216f68ec41,8/1/12 0:00,1/1/17 0:00,49.2828466853642,-123.109185351833,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,e8bc270a73,7/1/98 0:00,1/1/15 0:00,49.2713039056109,-123.162084950594,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,bcef93fc6f,7/1/98 0:00,11/1/15 0:00,49.261633403958,-123.185724877658,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1ab6e0ee75,7/1/98 0:00,11/1/15 0:00,49.2597346630264,-123.190744802495,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,908409face,7/1/98 0:00,,49.2820839762411,-123.134172142097,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,b4bf9c4513,7/1/98 0:00,4/1/17 0:00,49.2709907812861,-123.067378329135,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,c55dda1e77,7/1/98 0:00,,49.2609574738963,-123.068470048564,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,80956d2562,11/1/07 0:00,,49.2429036370118,-123.196015970105,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,757a7b0c60,8/1/98 0:00,11/1/15 0:00,49.2866970420751,-123.114415565593,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2b4a016c84,8/1/98 0:00,,49.2835035447202,-123.106771018684,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3918ebd86f,8/1/98 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3e8b886366,8/1/98 0:00,,49.2549466793345,-123.119111884501,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,3fcd414a09,5/1/16 0:00,,49.1382585989155,-123.191317383641,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,49a9e01191,9/1/98 0:00,,49.2597800078672,-123.088313799556,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,fddedd6659,6/1/15 0:00,,49.2719843407688,-123.05462502675,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,ea63ffefb1,12/1/08 0:00,,49.2340171673599,-123.178713748953,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,19b57ae34e,8/1/10 0:00,,49.2640681518994,-123.0632913519,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,d901bf47f8,9/1/98 0:00,,49.2823550542329,-123.06936675186,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0ed4497c6b,7/1/09 0:00,,49.2880036879267,-123.05033804019,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4e05692f05,10/1/98 0:00,,49.2830550345788,-123.132528363706,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,1ed8b81380,10/1/98 0:00,,49.2628178552105,-123.064451107387,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5431526ada,8/1/06 0:00,,49.2306398995745,-122.900892631255,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4b050edfdf,10/1/98 0:00,9/1/16 0:00,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,0a3c52b0fe,10/1/98 0:00,,49.8388637206963,-124.511185749295,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,5e1a6c7bef,10/1/98 0:00,,49.2623648103037,-123.130988712966,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,a8c69b1e4c,10/1/98 0:00,,49.2602603074192,-123.136077422312,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,2a27f0b729,11/1/98 0:00,,49.246305999479,-122.893423509587,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4fc12048f3,12/1/10 0:00,,49.1518492452576,-123.186380973656,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,895eb954f0,11/1/98 0:00,,49.2671847148385,-123.004925483368,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,9c0ef0c219,2/1/14 0:00,,49.2748875509192,-123.065126871082,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,4dfac79afb,11/1/98 0:00,12/1/14 0:00,49.127251571004,-125.79396750896,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,eb33ee1746,11/1/98 0:00,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,772046627a,11/1/98 0:00,2/1/15 0:00,49.1312273677216,-125.790860620782,NA,NA,NA,NA,NA,NA,NA,NA,NA
Member,8f38fdef2a,11/1/98 0:00,,49.2613467421196,-123.116208058968,NA,NA,NA,NA,NA,NA,NA,NA,NA
